Titre,image,information,templateavis,type1,information_lien
"JEAN-JACQUES HENNER, LA JEUNESSE D'UN PEINTRE",https://assets.edenlivres.fr/medias/34/e164a9c02ea794e1468e4e5a0f3143e7ae3dc3.jpg?h=-&w=200,"
	 Lannoy, Isabelle de (1957-....). Auteur     Ed. du Rhin. Strasbourg   | 1988 

                          ",,,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782402691062/jean-jacques-henner-la-jeunesse-d-un-peintre
"MOI, GEORGES DE LA TOUR, PEINTRE FAMEUX",https://assets.edenlivres.fr/medias/02/a75444afea15b6c47a01b9b04abcd399e638fc.jpg?h=-&w=200,"
	 Henrion, Jean (1963-....). Auteur     Apolline. Paris   | 1999 
","
		 Raconte, sous une forme de fiction romanesque, la vie de ce peintre au quotidien.
",Les deux encres,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782402738385/moi-georges-de-la-tour-peintre-fameux
LES OMBRES DU DÉSERT,https://assets.edenlivres.fr/medias/32/f549c3ea900abba29cf787a60c60bfaf75856a.jpg?h=-&w=200,"
	 Bilal, Parker (1960-....). Auteur     Seuil. Paris   | 2017 
","
		 Chargé par Mme Ragab de suivre son mari, qu'elle croit infidèle, Makana découvre que ce dernier, avo...
",Seuil policiers,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782021238112/les-ombres-du-desert
LA NUIT DES TRENTE,https://assets.edenlivres.fr/medias/19/c7f1b046f2e4dc542d6766213e8daab1b6e19e.jpg?h=-&w=200,"
	 Metzger, Eric (1984-....). Auteur     Gallimard. Paris   | 2017 
","
		 Félix s'apprête à fêter ses 30 ans. Afin de marquer symboliquement ce qu'il considère comme un passa...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072650529/la-nuit-des-trente
DIANE DE POITIERS,https://assets.edenlivres.fr/medias/3a/435d890b294bfc9a23c51532f17aeec0d933c8.jpg?h=-&w=200,"
	 Le Fur, Didier. Auteur     Perrin. Paris   | 2017 
","
		 L'historien explique la personnalité de celle qui fut la maîtresse du roi Henri II, victime des ponc...
",Biographies,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782262071806/diane-de-poitiers
LE TEMPS DES BAGNES 1748-1953,https://assets.edenlivres.fr/medias/8e/595a18b8c7b0f6e91fe87e7e7517db07204003.jpg?h=-&w=200,"
	 Pierre, Michel (1946-....) - historien. Auteur     Tallandier. Paris   | 2017 
","
		 Une histoire des lieux de détention ou de déportation en France, du XVIe au XXe siècle. Elle aborde ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021023307/le-temps-des-bagnes-1748-1953
LE MIROIR DE DAMAS,https://assets.edenlivres.fr/medias/16/65bba08acf18438c5ab7570a52a6ed6bd6b05b.jpg?h=-&w=200,"
	 Filiu, Jean-Pierre (1961-....). Auteur     La Découverte. Paris   | 2017 
","
		 Spécialiste du monde arabo-musulman, l'auteur revient sur des événements et des moments marquants de...
",Cahiers libres,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782707197115/le-miroir-de-damas
ÉCORCES,https://assets.edenlivres.fr/medias/01/f94cc20818a7deddbf52396c21b5ae0fb7120e.jpg?h=-&w=200,"
	 Gloubokii, Xavier (1975-....). Auteur     Liana Levi. Paris   | 2017 
","
		 Dans un comté blotti à la lisière d'une profonde forêt, Ahmed, un shérif mélancolique, est chargé de...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782867468896/ecorces
RESSENTIMENTS DISTINGUÉS,http://images.immateriel.fr/covers/JQVPGXB.png,"
	 Carlier, Christophe (1960-....). Auteur     Phébus. Paris   | 2017 
","
		 Une histoire de rancoeurs dans une petite île balayée par les pluies et le vent. Alors que la tourné...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225801620/ressentiments-distingues
LA VIE ENFUIE DE MARTHA K.,https://images.immateriel.fr/covers/TANFGV9.png,"
	 Barbérat, Angélique (1962-....). Auteur     M. Lafon. Neuilly-sur-Seine (Hauts-de-Seine)   | 2017 
","
		 Martha K. est retrouvée dans la remorque d'un camion en Allemagne, à la frontière polonaise. Elle ne...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225804553/la-vie-enfuie-de-martha-k
ET SI ON ARRÊTAIT D'EMPOISONNER NOS ENFANTS,https://assets.edenlivres.fr/medias/cc/a90e6158be8f3e22fbc6a8db54cb1f47e0af2a.jpg?h=-&w=200,"
	 Menthéour, Erwann (1973-....). Auteur     Solar. Paris   | 2017 
","
		 Une étude sur les problèmes de santé des enfants, notamment les maladies causées par l'environnement...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782263151736/et-si-on-arretait-d-empoisonner-nos-enfants
LA POMME EMPOISONNÉE,http://images.immateriel.fr/covers/DLSW6V4.png,"
	 Laub, Michel (1973-....). Auteur     Buchet Chastel. Paris   | 2017 
","
		 Le 22 janvier 1993, le groupe de rock Nirvana donne son unique concert au Brésil. Pour y assister en...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225801613/la-pomme-empoisonnee
TRAHIR,https://assets.edenlivres.fr/medias/7c/b083a2f2b7e6c6a8846f4b157989704f007853.jpg?h=-&w=200,"
	 Dunmore, Helen (1952-2017). Auteur     Mercure de France. Paris   | 2017 
","
		 Dans les années 1950, Anna, enseignante, et Andreï, médecin, vivent à Leningrad. Ce dernier voit arr...
",Bibliothèque étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782715245808/trahir
LES HERBES FOLLES,https://assets.edenlivres.fr/medias/d1/b43822c56e3869777d6dd9c3895d4028195a72.jpg?h=-&w=200,"
	 Fréling, Philippe (1960-....). Auteur     Denoël. Paris   | 2017 
","
		 Une femme vit quelque part en province dans la France des années 1950, pendant la guerre d'Algérie. ...
",Roman français,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782207136270/les-herbes-folles
LES LARMES DE LA LIBERTÉ,http://images.immateriel.fr/covers/SALEWC2.png,"
	 Grissom, Kathleen. Auteur     Charleston. Paris   | 2017 
","
		 1810 en Virginie. James Pyke, 13 ans, fils d'un planteur et d'une esclave, fuit son destin. Vingt an...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225810745/les-larmes-de-la-liberte
LETTRES À KHAYÈ,https://couverture.numilog.com/9782702160350_W300.jpg,"
	 Wenig, Zysman (1913-2014). Auteur     Calmann-Lévy. Paris   | 2017 
","
		 L'auteur fait partie des 1.700 Juifs arrêtés le 14 mai 1941 et internés au camp de Pithiviers. Il y ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608403351/lettres-a-khaye
LA VOIE DU LOUP,http://images.immateriel.fr/covers/4DJEKF3.png,"
	 Lewis, Beth (1986-....). Auteur     Bragelonne. Paris   | 2017 
","
		 Elka a été recueillie par Trapper à l'âge de 7 ans alors qu'elle errait abandonnée et affamée en ple...
",Thriller,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225755541/la-voie-du-loup
L'EFFET DOMINO,http://images.immateriel.fr/covers/SL3ZYC6.png,"
	 Baranger, François (1970-....). Auteur     Bragelonne. Paris   | 2017 
","
		 Paris, 1907. Un mystérieux tueur en série fait trembler la capitale en s'attaquant à l'entourage de ...
",Poche thriller,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225678710/l-effet-domino
PROFIL BAS,https://assets.edenlivres.fr/medias/3e/9197e1c12d955728d1dbee1f9070134494f16e.jpg?h=-&w=200,"
	 Nugent, Liz (1967-....). Auteur     Denoël. Paris   | 2017 
","
		 A Dublin, le juge Andrew Fitzsimons et sa femme, Lydia mènent une vie en apparence idyllique. Ils so...
",Suspense,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782207134184/profil-bas
QUAND LES EUROPÉENS DÉCOUVRAIENT L'AFRIQUE IN...,https://assets.edenlivres.fr/medias/05/691eb023383b3276958bdb5182d1b436a9872d.jpg?h=-&w=200,"
	 Grenouilleau, Olivier (1962-....). Auteur     Tallandier. Paris   | 2017 
","
		 Histoire des relations entre les Européens et les Africains, du XVIe au XIXe siècle. L'auteur évoque...
",Texto,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021023390/quand-les-europeens-decouvraient-l-afrique-interieure
LE DERNIER CAMP DE LA MORT,https://assets.edenlivres.fr/medias/80/1ca7b296d20a2685ed144e1534c30b71a4cd44.jpg?h=-&w=200,"
	 Vallaud, Pierre (1948-....). Auteur     Tallandier. Paris   | 2017 
","
		 Trois jours après le suicide de Hitler et à cinq jours de la capitulation allemande, le paquebot Cap...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9791021021815/le-dernier-camp-de-la-mort
GABACHO,https://assets.edenlivres.fr/medias/14/f1d51b467f031967a642d1c2ba662c4fa7f61d.jpg?h=-&w=200,"
	 Xilonen, Aura (1995-....). Auteur     Liana Levi. Paris   | 2017 
","
		 Liborio est un jeune clandestin mexicain de 16 ans qui a réussi à traverser la frontière des Etats-U...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782867468834/gabacho
RÉSUMONS-NOUS,https://assets.edenlivres.fr/medias/bf/537d0fe680da5a34456ca679009e5e0c94b34b.jpg?h=-&w=200,"
	 Vialatte, Alexandre (1901-1971). Auteur     R. Laffont. Paris   | 2017 
","
		 Une sélection de textes écrits entre 1922 et 1971 qui constitue une sorte d'encyclopédie des activit...
",Bouquins,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221200988/resumons-nous
BÉNIS SOIENT LES ENFANTS ET LES BÊTES,https://assets.edenlivres.fr/medias/09/7b9483e7ec69c5e051ae1ab91e3c5ef0939ae3.jpg?h=-&w=200,"
	 Swarthout, Glendon (1918-1992). Auteur     Gallmeister. Paris   | 2017 
","
		 En plein coeur de l'Arizona, dans un camp de vacances destiné à les endurcir, six adolescents rejeté...
",Totem,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782404007342/benis-soient-les-enfants-et-les-betes
LA FRANCE IDENTITAIRE,https://assets.edenlivres.fr/medias/39/e3d9595418ce9fcc7eb32a8f975e1e5443de6c.jpg?h=-&w=200,"
	 Dupin, Eric (1955-....). Auteur     La Découverte. Paris   | 2017 
","
		 Les crises économiques, la mondialisation et l'immigration ont mis au jour un problème identitaire q...
",Cahiers libres,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782707196729/la-france-identitaire
UN SAC,http://images.immateriel.fr/covers/DCPF7T7.png,"
	 Bakowski, Solène (1981-....). Auteur     Milady. Paris   | 2017 
","
		 L'histoire d'Anne-Marie Caravelle, fille d'un suicidé et d'une folle à lier, recueillie par Monique ...
",Poche thriller,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225775013/un-sac
LES YEUX BORDÉS DE RECONNAISSANCE,https://assets.edenlivres.fr/medias/34/d2357515c1cef5180042f4e303433bf67d1c7f.jpg?h=-&w=200,"
	 Anissimov, Myriam (1943-....). Auteur     Seuil. Paris   | 2017 
","
		 Une jeune femme ayant rencontré Romain Gary sur un plateau télévisé raconte l'ébauche d'une histoire...
",Cadre rouge,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782021356236/les-yeux-bordes-de-reconnaissance
LA NOSTALGIE,https://assets.edenlivres.fr/medias/a9/2f95e5a8243ce14740a6d28177eb74d5a34732.jpg?h=-&w=200,"
	 Cartarescu, Mircea (1956-....). Auteur     POL. Paris   | 2017 
","
		 Un recueil de nouvelles mettant en scène le champion d'un club secret de roulette russe, l'intégrati...
",Fiction,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782818042595/la-nostalgie
ÉLOGE DE LA PASSION,https://assets.edenlivres.fr/medias/7a/6c7dbc07ad365405846354fe59822c7b3df779.jpg?h=-&w=200,"
	 Clerici, Carlotta (1965-....). Auteur     Denoël. Paris   | 2017 
","
		 A Paris, Mathilde est une musicienne italienne mariée à un directeur d'orchestre avec qui elle a une...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782207133422/eloge-de-la-passion
STUPÉFIANTS,https://assets.edenlivres.fr/medias/82/ad25ccf15613e1e6337396464c5c4bfb306bf3.jpg?h=-&w=200,"
	 Kauffmann, Alexandre (1975-....). Auteur     Flammarion. Paris   | 2017 
","
		 De retour à Paris après cinq années d'exil en Tanzanie, Thomas reçoit un appel de son ami policier K...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782081410596/stupefiants
"ADOLF HITLER, UNE BIOGRAPHIE. L'ASCENSION, 18...",https://assets.edenlivres.fr/medias/5a/4f5197874916076c0bd3fb3c6583e0aa79fa7d.jpg?h=-&w=200,"
	 Ullrich, Volker (1943-....). Auteur     Gallimard. Paris   | 2017 
","
		 A travers ce portrait, l'auteur réfute l'hypothèse qui veut faire d'Hitler un personnage ordinaire d...
",NRF Essais,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072719431/adolf-hitler-une-biographie-l-ascension-1889-1939
NOUVELLES HÉBRIDES / DADA-SURRÉALISME,https://assets.edenlivres.fr/medias/80/728c372cbc6a3ae100dc6fa6ad8b65c0ad57a4.jpg?h=-&w=200,"
	 Desnos, Robert (1900-1945). Auteur     Gallimard. Paris   | 2016 
","
		 Une série d'obsessions sensuelles dont les mises en scène varient mais qui prennent pour fil conduct...
",L'imaginaire,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072635519/nouvelles-hebrides-dada-surrealisme
LES AMANTS NE SE RENCONTRENT NULLE PART,https://assets.edenlivres.fr/medias/72/5949fea329535b4b474385d359dc94ed8c65cb.jpg?h=-&w=200,"
	 Tison, Christophe (1961-....). Auteur     Gallimard. Paris   | 2017 
","
		 Le narrateur se sépare de Manon, qui préfère se concentrer sur sa carrière d'actrice. Sa rupture l'o...
",L'arpenteur,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072709364/les-amants-ne-se-rencontrent-nulle-part
QUATRE SAISONS À L'HÔTEL DE L'UNIVERS,https://assets.edenlivres.fr/medias/18/93608f9c4f76df9db5c07fd3727c08b701fdd8.jpg?h=-&w=200,"
	 Videlier, Philippe. Auteur     Gallimard. Paris   | 2017 
","
		 L'histoire tourmentée d'Aden, péninsule inhospitalière où se succèdent des colonisateurs avides qui ...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072688850/quatre-saisons-a-l-hotel-de-l-univers
LA GUERRE DES ISLAMISMES,https://assets.edenlivres.fr/medias/7b/b85b13277b739905d9a0bf84c203d97b97612d.jpg?h=-&w=200,"
	 Guidère, Mathieu (1971-....). Auteur     Gallimard. Paris   | 2017 
","
		 L’islam vit en état de guerre permanente : opposition entre groupes musulmans chiites et sunnites, m...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072699467/la-guerre-des-islamismes
ADOLPHE A DISPARU,https://assets.edenlivres.fr/medias/3c/d8cf66c173c6ac6d8bea554634a3a4182f2caa.jpg?h=-&w=200,"
	 Metzger, Eric (1984-....). Auteur     Gallimard. Paris   | 2017 
","
		 Le narrateur, 30 ans, travaille à la télévision et sa petite amie vient de le quitter. Alors qu'il s...
",L'arpenteur,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072711299/adolphe-a-disparu
LE MIRACULÉ DE SAINT-PIERRE,https://assets.edenlivres.fr/medias/0b/6e4aacdb0c3af5b4419eccac03cdaaf73737d4.jpg?h=-&w=200,"
	 Effa, Gaston-Paul (1965-....). Auteur     Gallimard. Paris   | 2017 
","
		 Récit du destin de Louis-Auguste Cyparis, surnommé le miraculé de Saint-Pierre, car découvert gravem...
",Continents noirs,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072694318/le-miracule-de-saint-pierre
"ENFANCE, DERNIER CHAPITRE",https://assets.edenlivres.fr/medias/84/f0f604c23ab14f6301070ad1c30d600caf16a3.jpg?h=-&w=200,"
	 Ceccatty, René de (1952-....). Auteur     Gallimard. Paris   | 2017 
","
		 Dans ce récit, écrit durant les dernières années de sa mère, l'écrivain évoque son enfance en Tunisi...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072694158/enfance-dernier-chapitre
POEASY,https://assets.edenlivres.fr/medias/b1/e73f85225dd9281d522eff2a92aeefbfe3a9f0.jpg?h=-&w=200,"
	 Clerc, Thomas (1965-....). Auteur     Gallimard. Paris   | 2017 
","
		 739 poèmes en vers libres classés par ordre alphabétique mêlent les genres (lyrique, politique, narr...
",L'Arbalète,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072709814/poeasy
ENRICHISSEMENT. UNE CRITIQUE DE LA MARCHANDIS...,https://assets.edenlivres.fr/medias/04/83dfc8c26676087c1ea28b3906a9fc6aefb438.jpg?h=-&w=200,"
	 Boltanski, Luc (1940-....). Auteur     Gallimard. Paris   | 2017 
","
		 Panorama du mouvement historique qui, depuis le dernier quart du XXe siècle, a profondément modifié ...
",NRF Essais,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072584770/enrichissement-une-critique-de-la-marchandise
LE LIVRE DE LA MER OU L'ART DE PÊCHER UN REQU...,https://assets.edenlivres.fr/medias/30/dfcd733c8a1462c65673c6f154dbc0d3e9f909.jpg?h=-&w=200,"
	 Stroksnes, Morten A.. Auteur     Gallimard. Paris   | 2017 
","
		 Morten Stroknes reçoit un jour un appel de son ami Hugo Aasjord qui vit à Skrova, dans le nord de la...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072678493/le-livre-de-la-mer-ou-l-art-de-pecher-un-requin-geant-a-bord-d-un-canot-pneumatique-sur-une-vaste-me
ATTACHEMENT FÉROCE,https://assets.edenlivres.fr/medias/24/dde94d2975ed7870d514cf737bbf19c5014134.jpg?h=-&w=200,"
	 Gornick, Vivian (1935-....). Auteur     Rivages. Paris   | 2017 
","
		 Un récit autobiographique dans lequel l'écrivaine dresse un portrait sans complaisance d'elle-même, ...
",Littérature étrangère,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782743639006/attachement-feroce
MÉTRO 2035,https://images.immateriel.fr/covers/E9HRFC2.png,"
	 Gloukhovski, Dmitri Alekseevitch (1979-....). Auteur     Atalante. Nantes   | 2020 
","
		 2035. Artyom est retourné vivre à la station VDNKh. Obnubilé par le souvenir de la voix qu'il a ente...
",La dentelle du cygne,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3612225775020/metro-2035
LA CITÉ DES MIROIRS,https://assets.edenlivres.fr/medias/c3/0a159f842f10406ad9165a7edff93c1fbadc4e.jpg?h=-&w=200,"
	 Cronin, Justin (1962-....). Auteur     R. Laffont. Paris   | 2017 
","
		 Cent vingt-deux ans après l'inoculation du virus, quelques poches de population ont réussi à survivr...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782221202685/la-cite-des-miroirs
L'HOMME NU. LA DICTATURE INVISIBLE DU NUMÉRIQ...,https://assets.edenlivres.fr/medias/7e/8d1ea877068cc2031822e2c90bfb399b2acae0.jpg?h=-&w=200,"
	 Dugain, Marc (1957-....). Auteur     Plon. Paris   | 2016 
","
		 Le big data aspire à travers Internet, smartphones et objets connectés des milliards de données sur ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782259251921/l-homme-nu-la-dictature-invisible-du-numerique
L'AMÉNAGEMENT DU TERRITOIRE,https://assets.edenlivres.fr/medias/2a/35ae387013a5b2bed6db99d7fd240a18be4c37.jpg?h=-&w=200,"
	 Bellanger, Aurélien (1980-....). Auteur     Gallimard. Paris   | 2016 
","
		 Le projet de la construction d'une ligne de TGV à proximité du petit village d'Argel soulève des pas...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072646324/l-amenagement-du-territoire
WINTER IS COMING,https://assets.edenlivres.fr/medias/45/1c2ab64b0d846991d1f286ef317b04cea8d2ee.jpg?h=-&w=200,"
	 Jourde, Pierre (1955-....). Auteur     Gallimard. Paris   | 2017 
","
		 L'écrivain évoque la dernière année de Gabriel, son fils décédé à l'âge de 20 ans d'une forme très r...
",Blanche,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072721403/winter-is-coming
ZIGZAG,https://assets.edenlivres.fr/medias/3e/1f8ec057be4fde15b3193773e84611a57535cf.jpg?h=-&w=200,"
	 Thomas, Ross (1926-1995). Auteur     Sonatine éditions. Paris   | 2016 
","
		 Sur une plage de la côte californienne, Quincy Durant tombe sur un pélican mort en face de la maison...
",Sonatine +,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782355846526/zigzag
RUE MONSIEUR-LE-PRINCE,https://assets.edenlivres.fr/medias/85/5f091deced369ba273f7837015bba59044b5f1.jpg?h=-&w=200,"
	 Castino, Didier (1966-....). Auteur     Liana Levi. Paris   | 2017 
","
		 Hiver 1986. La France est secouée par les révoltes étudiantes contre le projet Devaquet sur la réfor...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782867469107/rue-monsieur-le-prince
NOUS ALLONS MOURIR CE SOIR,https://assets.edenlivres.fr/medias/b7/b43cc2cb53a68abdb0dbc0cd51e952f1602eeb.jpg?h=-&w=200,"
	 Flynn, Gillian (1971-....). Auteur     Sonatine éditions. Paris   | 2016 
","
		 Susan Burke et sa famille ont emménagé à Caterhook Manor, une demeure ancienne et inquiétante marqué...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782355846519/nous-allons-mourir-ce-soir
"CHÈRE IJEAWELE, OU UN MANIFESTE POUR UNE ÉDUC...",https://assets.edenlivres.fr/medias/09/eba101bfac5de691e2749c584ff89fe46fe05d.jpg?h=-&w=200,"
	 Adichie, Chimamanda Ngozi (1977-....). Auteur     Gallimard. Paris   | 2017 
","
		 Dans une lettre à une amie qui vient d'avoir une petite fille, l'auteure livre en quinze points ses ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072722011/chere-ijeawele-ou-un-manifeste-pour-une-education-feministe
L'HIBISCUS POURPRE,https://assets.edenlivres.fr/medias/a4/f2d1ac18fc09ea5eebe1773bddb661b1606014.jpg?h=-&w=200,"
	 Adichie, Chimamanda Ngozi (1977-....). Auteur     Gallimard. Paris   | 2016 
","
		 Le père de Kambili et de Jaja, riche notable, est admiré de la communauté d'Enugu pour son courage p...
",Folio,https://bibliotheques.paris.fr/numerique/doc/DILICOM/9782072650000/l-hibiscus-pourpre
SEULS AU MONDE - TOME 3,https://couverture.numilog.com/9782012044555_W300.jpg,"
	 Laybourne, Emmy. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2014 
","
		 Après le cauchemar du Greenway, Josie et les autres personnes ayant été exposées aux produits toxiqu...
",Aventure,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608073806/seuls-au-monde-tome-3
SEULS AU MONDE - TOME 2,https://couverture.numilog.com/9782012036499_W300.jpg,"
	 Laybourne, Emmy. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2014 
","
		 Après douze jours enfermés dans le supermarché, les survivants décident de se séparer. Alors que Dea...
",Aventure,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608099523/seuls-au-monde-tome-2
GALA POUR DALI - BIOGRAPHIE D'UN COUPLE,https://couverture.numilog.com/9782709627535_W300.jpg,"
	 Delassein, Sophie (1968-....). Auteur     Lattès. Paris   | 2006 
","
		 Retrace la vie commune du couple mythique Gala-Dali. Evoque leur rencontre, lors de l'été 1929 dans ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608203111/gala-pour-dali-biographie-d-un-couple
LE CERCLE DES JEUNES ÉLUES,https://couverture.numilog.com/9782709643924_W300.jpg,"
	 Strandberg, Mats (1976-....). Auteur     Lattès. Paris   | 2013 
","
		 A Engelsfors, en Suède, un élève est retrouvé mort dans les toilettes du lycée. Tout le monde pense ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608130035/le-cercle-des-jeunes-elues
JE M'APPELLE LUMIKKI - TOME 2 - BLANC COMME L...,https://bibliotheques.paris.fr/ui/skins/default/portal/front/images/General/DocType/MONE_MEDIUM.png,"
	 Simukka, Salla (1981-....). Auteur     Hachette romans. Vanves (Hauts-de-Seine)   | 2015 
","
		 Pensant trouver un peu de tranquillité à Prague, Lumikki Andersson y fait la rencontre de Lenka qui ...
",Je m'appelle Lumikki,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608045940/je-m-appelle-lumikki-tome-2-blanc-comme-la-neige
CHARLIE,https://couverture.numilog.com/9782213623016_W300.jpg,"
	 Gerber, Alain (1943-....). Auteur     Fayard. Paris   | 2005 
","
		 Evocation romanesque de l'enfance et de la jeunesse du saxophoniste de jazz Charlie Parker, depuis s...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608321549/charlie
MARCEL DUCHAMP,https://couverture.numilog.com/9782246630814_W300.jpg,"
	 Housez, Judith (1970-....). Auteur     Grasset. Paris   | 2007 
","
		 Biographie de Marcel Duchamp, l'inventeur du ready-made. Etudie l'influence de son oeuvre en France ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608055451/marcel-duchamp
LE TABLEAU DU MAÎTRE FLAMAND,https://couverture.numilog.com/9782709612173_W300.jpg,"
	 Pérez-Reverte, Arturo (1951-....). Auteur     Lattès. Paris   | 1993 
","
		 Un tableau est à l'origine d'une énigme policière.
",Suspense et Cie,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608374255/le-tableau-du-maitre-flamand
SAGA 16 LUNES -TOME 1,https://couverture.numilog.com/9782012018228_W300.jpg,"
	 Garcia, Kami. Auteur     Hachette Jeunesse. Vanves (Hauts-de-Seine)   | 2010 
","
		 Ethan, 17 ans, vit avec son père à Gatlin, au sud des Etats-Unis. Il rencontre Lena au lycée, et ils...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608256087/saga-16-lunes-tome-1
SAGA 16 LUNES-TOME 3-18 LUNES,https://couverture.numilog.com/9782012021204_W300.jpg,"
	 Stohl, Margaret. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2011 
","
		 Entourés de Link, l'incube nouveau venu, et de Ridley, la sirène déchue, Ethan et Lena vont vivre un...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608154994/saga-16-lunes-tome-3-18-lunes
LE RIRE DES DIEUX,https://couverture.numilog.com/9782246464419_W300.jpg,"
	 Sichère, Bernard (1944-2019). Auteur     Grasset. Paris   | 1993 
","
		 D'Alexandrie à Rome, de la Sicile à la Corse, l'auteur restitue et chante le monde latin sensuel et ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608296861/le-rire-des-dieux
LE TESTAMENT DE LAPÉROUSE,https://couverture.numilog.com/9782709649346_W300.jpg,"
	 Bellec, François (1934-....). Auteur     Lattès. Paris   | 2015 
","
		 Les dernières années romancées de Jean-François de Lapérouse, échoué sur une des îles Salomon. Après...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608046404/le-testament-de-laperouse
LA MALÉDICTION DE SVETLANA,http://couverture.numilog.com/9782226421104_W300.jpg,"
	 Robien, Beata de. Auteur     Albin Michel. Paris   | 2016 
","
		 La vie de la fille de Staline : son enfance au Kremlin, sa fuite en Occident, ses derniers jours aux...
",Documents,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608192750/la-malediction-de-svetlana
ROME. LE LIVRE DES FONDATIONS,https://couverture.numilog.com/9782246287315_W300.jpg,"
	 Serres, Michel (1930-2019). Auteur     Grasset. Paris   | 1983 
","
		 Pour retrouver le sens des choses cachées, des objets enfouis, pour ébranler nos certitudes, nos rig...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608287500/rome-le-livre-des-fondations
