Titre,image,information,templateavis,type1,information_lien
LA FILLE DU PAPE,https://couverture.numilog.com/9782246855255_W300.jpg,"
	 Fo, Dario (1926-2016). Auteur     Grasset. Paris   | 2015 
","
		 L'histoire de Lucrèce Borgia, fille de pape, mariée trois fois au gré des alliances politiques chang...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608057462/la-fille-du-pape
DORA MAAR,https://couverture.numilog.com/9782246607915_W300.jpg,"
	 Dujovne Ortiz, Alicia (1939-....). Auteur     Grasset. Paris   | 2003 
","
		 Retrace la vie de la photographe Henriette Théodora Markovitch, dite Dora Maar (1907-1997) : son enf...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608226608/dora-maar
SAGA 16 LUNES-TOME 2-17 LUNES,https://couverture.numilog.com/9782012018310_W300.jpg,"
	 Stohl, Margaret. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2010 
","
		 Lena Duchannes est victime d'une malédiction familiale qui fait d'elle un être surnaturel aux pouvoi...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608256575/saga-16-lunes-tome-2-17-lunes
DALI DANS SON LABYRINTHE,https://couverture.numilog.com/9782246014218_W300.jpg,"
	 Rey, Henri-François (1919-1987). Auteur     Grasset. Paris   | 1974 
","
		 L'auteur s'applique à démontrer l'originalité de l'artiste à partir de sa vie, de son caractère et d...
",Document,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608193115/dali-dans-son-labyrinthe
VERONICA,https://couverture.numilog.com/9782246858645_W300.jpg,"
	 Kaprièlian, Nelly. Auteur     Grasset. Paris   | 2016 
","
		 Nicole Smith, dite Nikkie, dite Veronica, star d'Hollywood, est retrouvée morte. A côté de son corps...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608002981/veronica
LE TEMPS DE FRANCO,https://couverture.numilog.com/9782213637181_W300.jpg,"
	 Del Castillo, Michel (1933-....). Auteur     Fayard. Paris   | 2008 
","
		 Portrait du dernier survivant parmi les grands dictateurs du XXe siècle, Francisco Franco Bahamonde,...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608304375/le-temps-de-franco
LE DERNIER DES MÉDICIS,https://couverture.numilog.com/9782246487012_W300.jpg,"
	 Fernandez, Dominique (1929-....). Auteur     Grasset. Paris   | 1994 
","
		 Giovan Gastone (1671-1737), grand duc de Toscane, fut un prince si extravagant, si scandaleux, que l...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608305549/le-dernier-des-medicis
VOUS N'AUREZ PAS MA HAINE,https://couverture.numilog.com/9782213701295_W300.jpg,"
	 Leiris, Antoine (1981-....). Auteur     Fayard. Paris   | 2016 
","
		 Le journaliste a perdu son épouse durant les attentats du Bataclan le 13 novembre 2015. Peu après le...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608026826/vous-n-aurez-pas-ma-haine
VIES DES ARTISTES,https://couverture.numilog.com/9782246706915_W300.jpg,"
	 Vasari, Giorgio (1511-1574). Auteur     Grasset. Paris   | 2007 
","
		 G. Vasari (1511-1574) a composé une suite de biographies. Il commence au XIIIe siècle avec Cimabue e...
",Les cahiers rouges,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608179942/vies-des-artistes
LARS VON TRIER,https://couverture.numilog.com/9782246668817_W300.jpg,"
	 Lamy, Jean-Claude (1941-....). Auteur     Grasset. Paris   | 2005 
","
		 En s'appuyant sur des documents journalistiques, des interviews de ses proches, de ses amis..., cet ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608274920/lars-von-trier
UN AMOUR À L'AUBE,https://couverture.numilog.com/9782246803928_W300.jpg,"
	 Barillé, Elisabeth. Auteur     Grasset. Paris   | 2014 
","
		 Récit de la relation amoureuse entre Modigliani et la poétesse russe Anna Akhmatova, qui se rencontr...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608091480/un-amour-a-l-aube
CICÉRON,https://couverture.numilog.com/9782213017860_W300.jpg,"
	 Grimal, Pierre (1912-1996). Auteur     Fayard. Paris   | 1986 

                          ",,,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608293624/ciceron
LES PETITS VIEUX D'HELSINKI MÈNENT L'ENQUÊTE,https://couverture.numilog.com/9782702157053_W300.jpg,"
	 Lindgren, Minna (1963-....). Auteur     Calmann-Lévy. Paris   | 2015 
","
		 Sirii et Irma enquêtent sur une sombre affaire dans leur maison de retraite d'Helsinki : à la suite ...
",Les petits vieux d'Helsinki,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608040563/les-petits-vieux-d-helsinki-menent-l-enquete
LA NOUVELLE LUTTE DES CLASSES,https://couverture.numilog.com/9782213701226_W300.jpg,"
	 Zizek, Slavoj (1949-....). Auteur     Fayard. Paris   | 2016 
","
		 Pour S. Zizek, les phénomènes terroristes et la crise des réfugiés ne s'expliquent pas par un choc d...
",Essais,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608375030/la-nouvelle-lutte-des-classes
LES ORAGES DE L'ÉTÉ,http://couverture.numilog.com/9782809819052.jpg,"
	 McKinley, Tamara (1948-....). Auteur     Archipel. Paris   | 2016 
","
		 1947. Accompagnée de Giles, un ami d'enfance secrètement amoureux d'elle, Olivia Hamilton retourne e...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608370141/les-orages-de-l-ete
SAGA 16 LUNES-TOME 4-19 LUNES,https://couverture.numilog.com/9782012023550_W300.jpg,"
	 Garcia, Kami. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2012 
","
		 Ethan veut à tout prix retrouver Lena. De son côté, cette dernière est prête à tout pour qu'il revie...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608154475/saga-16-lunes-tome-4-19-lunes
RED RISING - LIVRE 2 - GOLDEN SON,https://couverture.numilog.com/9782012044623_W300.jpg,"
	 Brown, Pierce (1988-....). Auteur     Hachette romans. Vanves (Hauts-de-Seine)   | 2016 
","
		 La femme de Darrow est morte, sacrifiée sur l'autel d'une hiérarchie injuste. Darrow devient l'un de...
",Red rising,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608007108/red-rising-livre-2-golden-son
LE BOUT DU MONDE,https://couverture.numilog.com/9782709647489_W300.jpg,"
	 Victor, Marc (1961-....). Auteur     Lattès. Paris   | 2016 
","
		 Pascal, propriétaire du restaurant Le bout du monde, se sent usé après des années à Kaboul. Mais la ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608374354/le-bout-du-monde
LE MANUSCRIT PERDU DE JANE AUSTEN,http://couverture.numilog.com/9782012037779.jpg,"
	 James, Syrie. Auteur     Hachette Black Moon   | 2014 
","
		 ""Samantha McDonough mène la vie sans surprise d’une bibliothécaire sans histoire. Un jour, elle fait...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608076135/le-manuscrit-perdu-de-jane-austen
EISENSTEIN (NED),https://couverture.numilog.com/9782246027621_W300.jpg,"
	 Fernandez, Dominique (1929-....). Auteur     Grasset. Paris   | 2004 
","
		 Analyse les six films du cinéaste en révélant ses obsessions profondes : l'enfant détruit par l'écla...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608307222/eisenstein-ned
LA RÉVOLTE DE MME MONTJEAN,http://couverture.numilog.com/9782226421098_W300.jpg,"
	 Farge, Arlette (1941-....). Auteur     Albin Michel. Paris   | 2016 
","
		 Une reconstitution de la vie d'un couple d'artisans au XVIIIe siècle, à partir du journal intime du ...
",Documents,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608192729/la-revolte-de-mme-montjean
LA MAISON GERMANICUS,https://couverture.numilog.com/9782246518716_W300.jpg,"
	 Champion, Jeanne (1931-2022). Auteur     Grasset. Paris   | 1996 
","
		 L'auteur donne la parole à Germanicus après sa mort. Le général romain continue à tenir son journal,...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608296281/la-maison-germanicus
LES HUGO,https://couverture.numilog.com/9782246857273_W300.jpg,"
	 Gourdin, Henri (1948-....). Auteur     Grasset. Paris   | 2016 
","
		 Au-delà de la figure du grand écrivain, une biographie qui retrace l'histoire des membres de la fami...
",Document,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608009850/les-hugo
DANS LA VIE NOIRE ET BLANCHE DE ROBERT MAPPLE...,https://couverture.numilog.com/9782246805069_W300.jpg,"
	 Benhamou-Huet, Judith. Auteur     Grasset. Paris   | 2014 
","
		 Biographie du photographe new-yorkais. A partir d'entretiens effectués auprès de familiers de l'arti...
",Essai,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608054164/dans-la-vie-noire-et-blanche-de-robert-mapplethorpe
LA SEPTIÈME FONCTION DU LANGAGE,https://couverture.numilog.com/9782246776017_W300.jpg,"
	 Binet, Laurent (1972-....). Auteur     Grasset. Paris   | 2015 
","
		 Le 25 février 1980, Roland Barthes est assassiné alors qu'il transportait un document sur la septièm...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608014137/la-septieme-fonction-du-langage
A BAS LA NUIT,https://couverture.numilog.com/9782246703815_W300.jpg,"
	 Goetz, Adrien (1966-....). Auteur     Grasset. Paris   | 2006 
","
		 Maher, beur d'origine tunisienne, incarne une curieuse réussite dans le monde de l'art. Comment a-t-...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608307024/a-bas-la-nuit
CAR ELLE S'EN VA LA FIGURE DU MONDE,https://couverture.numilog.com/9782246359319_W300.jpg,"
	 Henric, Jacques (1938-....). Auteur     Grasset. Paris   | 1985 
","
		 Un cinéaste au milieu d'un tournage, apprend qu'il est atteint d'une maladie mortelle. Il revoit, re...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608209724/car-elle-s-en-va-la-figure-du-monde
CHARLOTTE DELBO,https://couverture.numilog.com/9782213663128_W300.jpg,"
	 Gelly, Violaine. Auteur     Fayard. Paris   | 2013 
","
		 A l'occasion du centenaire de la naissance de Charlotte Delbo (1913-1985), les auteurs reviennent su...
",Littérature française,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608148375/charlotte-delbo
UNE PLACE À PRENDRE,https://couverture.numilog.com/9782246802631_W300.jpg,"
	 Rowling, J.K. (1965-....). Auteur     Grasset. Paris   | 2012 
","
		 Ce roman teinté d'humour noir a pour décor la bourgade de Pagford, un petit paradis anglais avec sa ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608164009/une-place-a-prendre
LE SOMMEIL LE PLUS DOUX,https://couverture.numilog.com/9782246859437_W300.jpg,"
	 Goscinny, Anne (1968-....). Auteur     Grasset. Paris   | 2016 
","
		 Deux femmes, une mère et sa fille, Jeanne, s'envolent à Nice pour fêter Noël. La première souffre d'...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608028981/le-sommeil-le-plus-doux
SPLENDOUR,https://couverture.numilog.com/9782246852131_W300.jpg,"
	 Maillet, Géraldine (1972-....). Auteur     Grasset. Paris   | 2014 
","
		 L'auteure met en scène les derniers instants de la célèbre actrice Natalie Wood autour de l'ambiguït...
",Ceci n'est pas un fait divers,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608083904/splendour
LE FESTIVAL N'AURA PAS LIEU,https://couverture.numilog.com/9782246857853_W300.jpg,"
	 Jacob, Gilles (1930-....). Auteur     Grasset. Paris   | 2015 
","
		 Nommé secrétaire général du Festival de Cannes en 1954, Lucien Fabas mène une vie mouvementée, entre...
",Roman,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608038362/le-festival-n-aura-pas-lieu
RED RISING - LIVRE 1 - RED RISING,https://couverture.numilog.com/9782012044616_W300.jpg,"
	 Brown, Pierce (1988-....). Auteur     Hachette romans. Vanves (Hauts-de-Seine)   | 2015 
","
		 Dans le futur, la Terre n'étant plus habitable, tous sont partis coloniser Mars. Les Ors, les êtres ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608053594/red-rising-livre-1-red-rising
SUNSHINE - ÉPISODE 1,https://couverture.numilog.com/9782013974141_W300.jpg,"
	 McKenzie, Paige. Auteur     Hachette romans. Vanves (Hauts-de-Seine)   | 2016 
","
		 Sunshine, 16 ans, et sa mère déménagent dans une maison que cette dernière a acheté sur Internet. La...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608008853/sunshine-episode-1
LE VER À SOIE,https://couverture.numilog.com/9782246810667_W300.jpg,"
	 Galbraith, Robert (1965-....). Auteur     Grasset. Paris   | 2014 
","
		 Le détective privé Cormoran Strike, assisté de Robin Ellacott, enquête sur la disparition de l'écriv...
",Une enquête de Cormoran Strike,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608066761/le-ver-a-soie
LA COURSE À L'ABÎME,https://couverture.numilog.com/9782246643715_W300.jpg,"
	 Fernandez, Dominique (1929-....). Auteur     Grasset. Paris   | 2003 
","
		 Rome, 1600. Un jeune peintre inconnu débarque dans la ville, et en quelques tableaux d'une puissance...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608316187/la-course-a-l-abime
DELIRIUM 3,https://couverture.numilog.com/9782012028630_W300.jpg,"
	 Oliver, Lauren (1982-....). Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2013 
","
		 Après avoir sauvé Julian, Lena et ses amies regagnent la Nature, mais celle-ci n'est plus un lieu sû...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608134705/delirium-3
DE PÈRE FRANÇAIS,https://couverture.numilog.com/9782213601014_W300.jpg,"
	 Castillo, Michel del (1933-2024). Auteur     Fayard. Paris   | 1998 
","
		 Après Rue des archives qui racontait la mort de sa mère, Michel del Castillo dresse ici le portrait ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608236348/de-pere-francais
DELIRIUM 2,https://couverture.numilog.com/9782012028043_W300.jpg,"
	 Oliver, Lauren (1982-....). Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2012 
","
		 Seule Lena a réussi à passer la frontière de la Nature et a rejoint la résistance, sans savoir si Al...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608197229/delirium-2
LES ARTISTES ONT TOUJOURS AIMÉ L'ARGENT,https://couverture.numilog.com/9782246769811_W300.jpg,"
	 Benhamou-Huet, Judith. Auteur     Grasset. Paris   | 2012 
","
		 Enquête sur les relations des artistes avec les mondes du pouvoir et de l'argent. ©Electre 2019
",Essai,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608054652/les-artistes-ont-toujours-aime-l-argent
VALLAURIS PLAGE,https://couverture.numilog.com/9782246659013_W300.jpg,"
	 Rey, Nicolas (1973-....). Auteur     Grasset. Paris   | 2006 
","
		 Une jeune femme, Arianne Backer, est l'objet des attentions des estivants masculins sur une plage de...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608275408/vallauris-plage
SUBLIMES LUNES,https://couverture.numilog.com/9782012035324_W300.jpg,"
	 Garcia, Kami. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2013 
","
		 Un jour, Link n'a pas réussi à terminer le petit déjeuner énorme préparé par sa mère. Il s'est rendu...
",Black moon,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608130721/sublimes-lunes
JE M'APPELLE LUMIKKI - TOME 3 - NOIR COMME L'...,https://bibliotheques.paris.fr/ui/skins/default/portal/front/images/General/DocType/MONE_MEDIUM.png,"
	 Simukka, Salla (1981-....). Auteur     Hachette romans. Vanves (Hauts-de-Seine)   | 2015 
","
		 Lumikki joue le rôle principal d'une pièce. Mais peu avant la première, elle reçoit des messages d'u...
",Je m'appelle Lumikki,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608020510/je-m-appelle-lumikki-tome-3-noir-comme-l-ebene
JE SUIS PILGRIM,https://couverture.numilog.com/9782709645805_W300.jpg,"
	 Hayes, Terry (1951-....). Auteur     Lattès. Paris   | 2014 
","
		 Un homme prend sa retraite des renseignements américains et écrit un livre de criminologie dans l'an...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608088237/je-suis-pilgrim
PRETTY GIRLS,http://couverture.numilog.com/9782280359429.jpg,"
	 Slaughter, Karin. Auteur     HarperCollins   | 2017 
","
		 Un thriller aux multiples visages.Deux sœurs. Deux étrangères.Plus de vingt ans auparavant, Julia a ...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608011211/pretty-girls
L'APPEL DU COUCOU,https://couverture.numilog.com/9782246809043_W300.jpg,"
	 Galbraith, Robert (1965-....). Auteur     Grasset. Paris   | 2013 
","
		 Cormoran Strike, ancien soldat blessé en Afghanistan et devenu détective privé, enquête sur le suici...
",Une enquête de Cormoran Strike,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608106634/l-appel-du-coucou
EROICA,https://couverture.numilog.com/9782246857471_W300.jpg,"
	 Ducrozet, Pierre (1982-....). Auteur     Grasset. Paris   | 2015 
","
		 La vie romancée de Jean-Michel Basquiat. En 1978, Jay, 17 ans, recouvre les murs de Manhattan de phr...
",Le courage,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608040365/eroica
LE SENS DE LA RÉPUBLIQUE,https://couverture.numilog.com/9782246858225_W300.jpg,"
	 Weil, Patrick (1956-....). Auteur     Grasset. Paris   | 2015 
","
		 Un essai sur l'état de la République et de ses valeurs à la lumière de certains sujets de société de...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608057639/le-sens-de-la-republique
SEULS AU MONDE - TOME 1,https://couverture.numilog.com/9782012036482_W300.jpg,"
	 Laybourne, Emmy. Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2013 
","
		 Dean, son petit frère et 12 autres enfants passagers du même bus scolaire, trouvent refuge dans un s...
",Aventure,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608116169/seuls-au-monde-tome-1
JE M'APPELLE LUMIKKI - TOME 1 - ROUGE COMME L...,https://couverture.numilog.com/9782012042247_W300.jpg,"
	 Simukka, Salla (1981-....). Auteur     Hachette. Vanves (Hauts-de-Seine)   | 2014 
","
		 A 17 ans, Lumikki Anderson vit dans un studio, loin de ses parents et d'un passé encombrant. Mais un...
",Je m'appelle Lumikki,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608064255/je-m-appelle-lumikki-tome-1-rouge-comme-le-sang
BOUDDHA AU TEMPS DES NEUROSCIENCES,http://couverture.numilog.com/9782100756261.jpg,"
	 Kingsland, James. Auteur     Dunod. Malakoff (Hauts-de-Seine)   | 2016 
","
		 Le journaliste scientifique explique comment la méditation agit sur la structure du cerveau, réduisa...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608393010/bouddha-au-temps-des-neurosciences
NULLE PART OÙ SE CACHER,https://couverture.numilog.com/9782824607993_W300.jpg,"
	 Ewan, Chris. Auteur     City. Bernay (Eure)   | 2016 
","
		 Lorsque Rob se réveille à l'hôpital après un accident de moto, il demande des nouvelles de la femme ...
",Thriller,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608189293/nulle-part-ou-se-cacher
LE TEMPS DES ESPOIRS,https://couverture.numilog.com/9782824607955_W300.jpg,"
	 Bloom, Amy (1953-....). Auteur     Terra Nova. Bernay (Eure)   | 2016 
","
		 Un homme mène une double vie, qui vole en éclats à l'occasion d'un décès : deux jeunes femmes découv...
",,https://bibliotheques.paris.fr/numerique/doc/DILICOM/3663608378956/le-temps-des-espoirs
